Ticker,Name,Sector,P/B Ratio,NCA/BV Ratio,Equity Ratio %
3315.T,"NIPPON COKE & ENGINEERING COMPANY,LIMITED",Oil and Coal Products,0.78,-0.053,31.85
5019.T,"Idemitsu Kosan Co.,Ltd.",Oil and Coal Products,0.8,0.321,36.02
5013.T,Yushiro Inc.,Oil and Coal Products,0.86,0.419,68.5
5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Oil and Coal Products,0.99,0.229,27.12
5020.T,"ENEOS Holdings,Inc.",Oil and Coal Products,1.01,0.519,35.28
5015.T,BP Castrol K.K.,Oil and Coal Products,3.27,0.866,77.59
8783.T,"abc Co.,Ltd.",Other Financing Business,0.35,-0.082,35.43
8772.T,"ASAX CO.,LTD.",Other Financing Business,0.5,1.77,41.48
8584.T,"JACCS CO.,LTD.",Other Financing Business,0.53,7.053,6.53
8585.T,Orient Corporation,Other Financing Business,0.58,4.759,8.31
2388.T,"Wedge Holdings CO.,LTD.",Other Financing Business,0.59,0.905,80.61
8570.T,"AEON Financial Service Co.,Ltd.",Other Financing Business,0.67,N/A,5.74
8793.T,NEC Capital Solutions Limited,Other Financing Business,0.68,3.558,9.88
8596.T,"KYUSHU LEASING SERVICE CO.,LTD.",Other Financing Business,0.72,2.373,21.04
8424.T,"Fuyo General Lease Co.,Ltd.",Other Financing Business,0.76,1.554,13.33
8566.T,"RICOH LEASING COMPANY,LTD.",Other Financing Business,0.78,3.396,17.01
8508.T,"J Trust Co.,Ltd.",Other Financing Business,0.81,6.443,12.27
8253.T,"Credit Saison Co.,Ltd.",Other Financing Business,0.83,5.129,15.11
8425.T,"Mizuho Leasing Company,Limited",Other Financing Business,0.83,1.438,9.82
7192.T,Mortgage Service Japan Limited,Other Financing Business,0.86,0.972,39.72
547A.T,Muninova Holdings Inc.,Other Financing Business,0.87,2.512,15.05
8593.T,Mitsubishi HC Capital Inc.,Other Financing Business,0.95,1.313,15.21
8572.T,"ACOM CO.,LTD.",Other Financing Business,0.98,1.698,43.97
196A.T,"MFS,Inc.",Other Financing Business,0.99,0.97,85.12
7198.T,SBI ARUHI Corporation,Other Financing Business,1.05,3.97,20.42
8439.T,Tokyo Century Corporation,Other Financing Business,1.06,1.158,15.04
7898.T,"WOOD ONE CO.,LTD.",Other Products,0.18,-0.037,43.78
7822.T,"Eidai Co.,Ltd.",Other Products,0.25,0.559,49.88
7983.T,Miroku Corporation,Other Products,0.26,0.572,49.15
7887.T,"NANKAI PLYWOOD CO.,LTD.",Other Products,0.28,0.525,75.15
7879.T,NODA CORPORATION,Other Products,0.29,0.602,46.78
7916.T,"MITSUMURA PRINTING CO.,LTD.",Other Products,0.3,0.284,63.41
7957.T,"FUJICOPIAN CO.,LTD.",Other Products,0.31,0.598,57.44
7857.T,"SEKI CO.,LTD.",Other Products,0.33,0.366,82.89
7975.T,"LIHIT LAB.,INC.",Other Products,0.33,0.425,81.23
7851.T,"KAWASE COMPUTER SUPPLIES CO.,LTD.",Other Products,0.34,0.386,69.85
7997.T,Kurogane Kosakusho Ltd.,Other Products,0.35,0.539,56.72
5962.T,"ASAKA INDUSTRIAL CO.,LTD.",Other Products,0.4,0.599,61.69
7883.T,"Sun Messe Co.,Ltd.",Other Products,0.42,0.213,60.01
7902.T,"SONOCOM CO.,LTD.",Other Products,0.42,0.526,93.54
7795.T,"KYORITSU CO.,LTD.",Other Products,0.45,0.27,41.74
7896.T,"SEVEN INDUSTRIES CO.,LTD.",Other Products,0.45,0.597,57.69
7938.T,REGAL CORPORATION,Other Products,0.45,0.442,48.54
7953.T,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD.",Other Products,0.47,0.566,58.73
7987.T,"NAKABAYASHI CO.,LTD.",Other Products,0.49,0.486,50.75
7885.T,"TAKANO Co.,Ltd.",Other Products,0.5,0.584,82.94
4539.T,"NIPPON CHEMIPHAR CO.,LTD.",Pharmaceutical,0.28,0.929,38.45
4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical,0.44,0.741,70.39
4574.T,"TAIKO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.5,0.695,69.42
4538.T,"Fuso Pharmaceutical Industries,Ltd.",Pharmaceutical,0.51,0.127,40.43
4548.T,SEIKAGAKU CORPORATION,Pharmaceutical,0.53,0.434,87.26
4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,0.66,0.474,66.67
4524.T,"MORISHITA JINTAN CO.,LTD.",Pharmaceutical,0.68,0.44,67.9
4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.71,0.433,85.64
4512.T,"WAKAMOTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.74,0.592,77.39
4534.T,"Mochida Pharmaceutical Co.,Ltd.",Pharmaceutical,0.8,0.725,81.62
4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.83,0.168,56.25
4558.T,"CHUKYO IYAKUHIN CO.,LTD.",Pharmaceutical,0.85,0.465,49.87
4540.T,TSUMURA & CO.,Pharmaceutical,0.86,0.778,64.72
4516.T,"Nippon Shinyaku Co.,Ltd.",Pharmaceutical,0.92,0.483,87.09
4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,0.93,0.538,64.96
4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical,0.97,0.531,80.16
4502.T,Takeda Pharmaceutical Company Limited,Pharmaceutical,1.0,0.002,48.67
4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,1.02,0.929,36.45
4880.T,"CellSource Co.,Ltd.",Pharmaceutical,1.04,0.838,85.66
4883.T,Modalis Therapeutics Corporation,Pharmaceutical,1.05,0.987,94.23
7702.T,"JMS CO.,LTD.",Precision Instruments,0.26,0.493,50.14
5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,0.57,0.747,81.08
7744.T,"Noritsu Koki Co.,Ltd.",Precision Instruments,0.69,0.45,75.7
7743.T,"SEED CO.,LTD.",Precision Instruments,0.77,0.141,34.9
7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,0.83,0.8,53.86
7723.T,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments,0.86,0.576,74.6
7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,0.87,0.6,86.06
7769.T,"RHYTHM CO.,LTD.",Precision Instruments,0.88,0.703,69.43
7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,0.95,0.673,73.3
7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,0.98,0.577,86.86
8086.T,NIPRO CORPORATION,Precision Instruments,0.98,0.887,21.57
7727.T,OVAL Corporation,Precision Instruments,1.01,0.561,64.77
7782.T,"Sincere Co.,LTD.",Precision Instruments,1.09,0.934,52.36
7731.T,NIKON CORPORATION,Precision Instruments,1.21,0.493,57.45
7780.T,"Menicon Co.,Ltd.",Precision Instruments,1.27,0.653,45.97
7779.T,"CYBERDYNE,INC.",Precision Instruments,1.31,0.396,81.52
7707.T,"Precision System Science Co.,Ltd.",Precision Instruments,1.36,0.64,64.77
7979.T,SHOFU INC.,Precision Instruments,1.47,0.523,85.32
7775.T,"DAIKEN MEDICAL CO.,LTD.",Precision Instruments,1.54,0.553,67.22
6376.T,"NIKKISO CO.,LTD.",Precision Instruments,1.55,0.675,44.17
3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,0.27,0.33,28.3
3944.T,"Furubayashi Shiko Co.,Ltd.",Pulp and Paper,0.3,0.15,49.08
3958.T,"Sasatoku Printing Co.,Ltd.",Pulp and Paper,0.32,0.184,61.4
3877.T,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper,0.42,0.044,46.67
3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper,0.44,0.031,40.94
3895.T,HAVIX CORPORATION,Pulp and Paper,0.44,0.609,59.02
3947.T,"Dynapac Co.,Ltd.",Pulp and Paper,0.44,0.011,55.22
3955.T,"IMURA & Co.,Ltd.",Pulp and Paper,0.44,0.031,63.47
3954.T,SHOWA PAXXS CORPORATION,Pulp and Paper,0.47,0.52,70.24
3943.T,"OHISHI SANGYO CO.,LTD.",Pulp and Paper,0.49,0.493,69.9
3951.T,"ASAHI PRINTING CO.,LTD.",Pulp and Paper,0.49,0.442,48.64
3892.T,"Okayama Paper Industries Co.,Ltd.",Pulp and Paper,0.52,0.559,78.01
3953.T,"OHMURA SHIGYO CO.,LTD.",Pulp and Paper,0.52,0.68,70.96
3896.T,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",Pulp and Paper,0.56,-0.002,19.78
3945.T,"Superbag Company,Limited",Pulp and Paper,0.57,0.597,32.3
3865.T,Hokuetsu Corporation,Pulp and Paper,0.6,0.368,63.29
3946.T,"TOMOKU CO.,LTD.",Pulp and Paper,0.61,0.388,44.84
3880.T,Daio Paper Corporation,Pulp and Paper,0.63,0.398,26.72
3861.T,Oji Holdings Corporation,Pulp and Paper,0.64,0.061,41.81
3941.T,"Rengo Co.,Ltd.",Pulp and Paper,0.73,0.125,37.32
8887.T,"SYLA Holdings Co.,Ltd.",Real Estate,0.01,0.903,66.07
8944.T,"LAND BUSINESS  CO.,LTD.",Real Estate,0.29,1.971,28.49
3238.T,"CENTRAL GENERAL DEVELOPMENT CO.,LTD.",Real Estate,0.34,1.673,22.58
3293.T,"AZUMA HOUSE Co.,Ltd.",Real Estate,0.35,0.3,53.78
8917.T,"First Juken Co.,Ltd.",Real Estate,0.35,0.81,65.96
8938.T,"GLOME Holdings,Inc.",Real Estate,0.37,0.478,90.67
8931.T,WADAKOHSAN CORPORATION,Real Estate,0.4,1.378,30.71
8881.T,"NISSHIN GROUP HOLDINGS Company,Limited",Real Estate,0.42,1.204,51.21
8904.T,"AVANTIA CO.,LTD.",Real Estate,0.42,1.102,39.42
2984.T,"Yamaichi Real Estate Co.,Ltd",Real Estate,0.43,1.33,26.79
8891.T,"AMG HOLDINGS CO.,LTD.",Real Estate,0.43,1.059,37.45
8995.T,"Makoto Construction CO,Ltd",Real Estate,0.43,1.162,57.34
8860.T,FUJI CORPORATION LIMITED,Real Estate,0.44,1.169,29.84
463A.T,"INTELLEX HOLDINGS Co.,Ltd.",Real Estate,0.5,1.161,25.38
5280.T,"Yoshicon Co.,Ltd.",Real Estate,0.51,0.857,61.92
8869.T,Meiwa Estate Company Limited,Real Estate,0.51,2.137,22.34
8928.T,ANABUKI KOSAN INC.,Real Estate,0.52,1.481,29.41
3494.T,"Mullion Co.,Ltd.",Real Estate,0.54,0.139,25.37
3280.T,"STrust Co.,Ltd.",Real Estate,0.55,0.851,28.73
3248.T,"EARLY AGE CO.,Ltd.",Real Estate,0.57,0.098,31.13
7578.T,"NICHIRYOKU CO.,LTD.",Retail Trade,0.14,-0.357,61.34
5856.T,"Life Intelligent Enterprise Holdings Co.,Ltd.",Retail Trade,0.22,0.917,47.26
8181.T,"Totenko Co.,Ltd.",Retail Trade,0.28,0.058,65.44
8247.T,"Daiwa Co.,Ltd.",Retail Trade,0.29,-1.981,19.7
3396.T,FELISSIMO CORPORATION,Retail Trade,0.31,0.582,70.04
7524.T,MARCHE CORPORATION,Retail Trade,0.31,0.886,11.97
8165.T,"SENSHUKAI CO.,LTD.",Retail Trade,0.33,0.514,65.16
8166.T,"Taka-Q Co.,Ltd.",Retail Trade,0.33,1.592,18.9
2790.T,"NAFCO Co.,Ltd.",Retail Trade,0.34,0.224,68.37
8260.T,"IZUTSUYA CO.,LTD.",Retail Trade,0.35,-1.459,28.17
9854.T,"AIGAN CO.,LTD.",Retail Trade,0.35,0.504,86.7
2673.T,"YUMEMITSUKETAI Co.,Ltd.",Retail Trade,0.36,0.109,73.51
8281.T,"XEBIO holdings CO.,LTD.",Retail Trade,0.36,0.527,59.68
9835.T,"JUNTENDO CO.,LTD.",Retail Trade,0.37,0.264,30.47
7509.T,I.A GROUP CORPORATION,Retail Trade,0.39,0.263,55.24
9846.T,"TENMAYA STORE CO.,LTD.",Retail Trade,0.41,-0.253,60.89
7494.T,"KONAKA CO.,LTD.",Retail Trade,0.42,-0.085,39.35
8217.T,"OKUWA CO.,LTD.",Retail Trade,0.43,-0.072,57.51
8230.T,"HASEGAWA CO.,LTD.",Retail Trade,0.44,0.275,62.96
9993.T,"YAMAZAWA CO.,LTD.",Retail Trade,0.45,-0.103,51.47
5189.T,"SAKURA RUBBER CO.,LTD.",Rubber Products,0.57,0.733,54.61
5194.T,"SAGAMI RUBBER INDUSTRIES CO.,LTD.",Rubber Products,0.58,-0.054,58.16
5199.T,"FUJI LATEX CO.,LTD.",Rubber Products,0.59,0.405,36.79
5185.T,"Fukoku Co.,Ltd.",Rubber Products,0.63,0.494,54.5
5162.T,ASAHI RUBBER INC.,Rubber Products,0.69,0.458,52.48
5110.T,"Sumitomo Rubber Industries,Ltd.",Rubber Products,0.82,0.418,49.05
5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products,0.87,0.555,64.57
5184.T,"NICHIRIN CO.,LTD.",Rubber Products,0.9,0.673,68.5
5195.T,"Bando Chemical Industries,Ltd.",Rubber Products,0.99,0.391,68.05
5186.T,Nitta Corporation,Rubber Products,1.04,0.432,85.25
5192.T,Mitsuboshi Belting Ltd.,Rubber Products,1.1,0.58,74.74
5105.T,Toyo Tire Corporation,Rubber Products,1.12,0.472,65.39
5108.T,BRIDGESTONE CORPORATION,Rubber Products,1.18,0.475,63.71
5101.T,"The Yokohama Rubber Company,Limited",Rubber Products,1.2,0.368,51.58
5161.T,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,1.27,0.525,63.54
5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,1.3,0.64,72.0
5103.T,"Showa Holdings Co.,Ltd.",Rubber Products,2.31,0.589,26.6
8617.T,"The Kosei Securities Co.,Ltd.",Securities and Commodities Futures,0.31,0.484,72.18
8699.T,"HS Holdings Co.,Ltd.",Securities and Commodities Futures,0.36,N/A,74.89
8518.T,"Japan Asia Investment Company,Limited",Securities and Commodities Futures,0.42,1.251,44.21
7175.T,"The Imamura Securities Co.,Ltd.",Securities and Commodities Futures,0.52,0.647,61.35
8742.T,"KOBAYASHI YOKO CO.,LTD.",Securities and Commodities Futures,0.66,0.415,46.78
8747.T,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Securities and Commodities Futures,0.69,0.68,10.96
8609.T,OKASAN SECURITIES GROUP INC.,Securities and Commodities Futures,0.82,N/A,15.09
7347.T,"Mercuria Holdings Co.,Ltd.",Securities and Commodities Futures,0.83,1.089,76.63
8595.T,"JAFCO Group Co.,Ltd.",Securities and Commodities Futures,0.84,1.118,83.03
8700.T,"Maruhachi Securities Co.,Ltd.",Securities and Commodities Futures,0.85,0.699,76.57
8737.T,Akatsuki Corp.,Securities and Commodities Futures,0.85,1.36,19.42
8705.T,"Nissan Securities Group Co.,Ltd.",Securities and Commodities Futures,0.89,1.0,4.65
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures,0.92,N/A,65.66
8622.T,"Mito Securities Co.,Ltd.",Securities and Commodities Futures,0.93,0.677,63.16
8616.T,"Tokai Tokyo Financial Holdings,Inc.",Securities and Commodities Futures,0.96,1.545,12.91
8708.T,"AIZAWA SECURITIES GROUP CO.,LTD.",Securities and Commodities Futures,0.96,0.424,40.69
8473.T,"SBI Holdings,Inc.",Securities and Commodities Futures,1.02,1.923,3.93
7185.T,Hirose Tusyo Inc.,Securities and Commodities Futures,1.06,1.014,16.81
8746.T,unbanked inc.,Securities and Commodities Futures,1.09,0.944,74.85
8604.T,"Nomura Holdings, Inc.",Securities and Commodities Futures,1.1,N/A,6.11
9760.T,"SHINGAKUKAI HOLDINGS CO.,LTD.",Services,0.26,0.18,39.42
4679.T,"TAYA Co.,Ltd.",Services,0.29,-0.742,20.97
7372.T,Decollte Holdings Corporation,Services,0.36,-0.275,40.43
9791.T,BIKEN TECHNO CORPORATION,Services,0.37,0.466,53.66
2168.T,Pasona Group Inc.,Services,0.43,0.75,50.91
4678.T,"SHUEI YOBIKO Co.,Ltd.",Services,0.43,0.016,48.13
9761.T,"TOKAI LEASE CO.,LTD.",Services,0.44,0.291,46.14
6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Services,0.46,0.535,45.85
7041.T,"CRG HOLDINGS CO.,LTD.",Services,0.49,-0.039,32.23
4707.T,KITAC CORPORATION,Services,0.51,-0.165,55.59
6579.T,"logly,Inc.",Services,0.51,0.716,43.62
4341.T,SEIRYO ELECTRIC CORPORATION,Services,0.53,0.747,44.75
4331.T,"TAKE AND GIVE. NEEDS Co.,Ltd.",Services,0.54,-0.147,33.97
2376.T,SCINEX CORPORATION,Services,0.56,0.563,54.31
9767.T,"NIKKEN KOGAKU CO.,LTD.",Services,0.56,0.69,70.3
9713.T,"THE ROYAL HOTEL,LIMITED",Services,0.57,0.508,55.98
2156.T,SAYLOR ADVERTISING INC.,Services,0.58,0.233,48.08
4705.T,CLIP Corporation,Services,0.58,0.617,87.58
9656.T,GREENLAND RESORT COMPANY LIMITED,Services,0.59,-0.392,52.44
4750.T,"DAISAN CO.,LTD.",Services,0.6,0.434,54.61
3600.T,FUJIX Ltd.,Textiles and Apparels,0.24,0.649,79.61
3204.T,Toabo Corporation,Textiles and Apparels,0.31,0.198,40.73
8040.T,"TOKYO SOIR CO.,LTD.",Textiles and Apparels,0.33,0.559,76.07
3109.T,SHIKIBO LTD.,Textiles and Apparels,0.36,0.244,41.13
3577.T,Tokai Senko K.K.,Textiles and Apparels,0.37,0.475,48.12
3551.T,DYNIC CORPORATION,Textiles and Apparels,0.38,0.163,43.54
8013.T,"NAIGAI CO.,LTD.",Textiles and Apparels,0.39,0.675,55.59
3123.T,"SAIBO Co.,Ltd.",Textiles and Apparels,0.41,0.236,42.29
3529.T,"ATSUGI CO.,LTD.",Textiles and Apparels,0.41,0.366,77.52
3501.T,"SUMINOE Co.,Ltd.",Textiles and Apparels,0.43,0.395,32.83
3583.T,AuBEX CORPORATION,Textiles and Apparels,0.45,0.737,68.15
8143.T,"LAPINE CO.,LTD.",Textiles and Apparels,0.49,-0.504,22.99
3524.T,"NITTO SEIMO CO.,LTD.",Textiles and Apparels,0.5,0.265,24.23
8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,0.51,0.558,63.17
3513.T,"ICHIKAWA CO.,LTD.",Textiles and Apparels,0.55,0.52,75.54
3571.T,"SOTOH CO.,LTD.",Textiles and Apparels,0.57,0.249,74.45
3611.T,MATSUOKA CORPORATION,Textiles and Apparels,0.6,0.667,51.83
3512.T,Nippon Felt Company Limited,Textiles and Apparels,0.62,0.425,80.12
8127.T,YAMATO INTERNATIONAL INC.,Textiles and Apparels,0.67,0.332,74.31
3580.T,"KOMATSU MATERE Co.,Ltd.",Textiles and Apparels,0.68,0.423,74.6
7212.T,F-TECH INC.,Transportation Equipment,0.21,-0.011,29.01
7215.T,"FALTEC Co.,Ltd.",Transportation Equipment,0.21,0.524,27.77
7214.T,GMB CORPORATION,Transportation Equipment,0.22,0.266,26.1
7291.T,"NIHON PLAST CO.,LTD.",Transportation Equipment,0.22,0.254,41.26
7201.T,"NISSAN MOTOR CO.,LTD.",Transportation Equipment,0.24,0.858,26.06
7219.T,"HKS CO.,LTD.",Transportation Equipment,0.3,0.483,80.48
7247.T,MIKUNI CORPORATION,Transportation Equipment,0.31,0.379,34.49
7255.T,SAKURAI LTD.,Transportation Equipment,0.31,0.279,65.94
7277.T,"TBK Co.,Ltd.",Transportation Equipment,0.32,0.305,53.17
7294.T,YOROZU CORPORATION,Transportation Equipment,0.32,0.569,38.45
7399.T,"NANSIN CO.,LTD.",Transportation Equipment,0.32,0.695,81.27
7264.T,MURO CORPORATION,Transportation Equipment,0.34,0.427,72.38
7218.T,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipment,0.36,0.461,55.02
7261.T,Mazda Motor Corporation,Transportation Equipment,0.36,0.405,43.83
7266.T,"Imasen Electric Industrial Co.,Ltd.",Transportation Equipment,0.36,0.61,67.28
7284.T,"MEIWA INDUSTRY CO.,LTD.",Transportation Equipment,0.37,0.357,48.06
7279.T,HI-LEX CORPORATION,Transportation Equipment,0.38,0.481,63.23
7297.T,"CAR MATE MFG. CO.,LTD.",Transportation Equipment,0.39,0.992,72.97
5949.T,UNIPRES CORPORATION,Transportation Equipment,0.41,0.348,44.81
7229.T,"YUTAKA GIKEN CO.,LTD.",Transportation Equipment,0.41,0.639,60.66
9355.T,RINKO CORPORATION,Warehousing and Harbor Transportation Service,0.29,-0.204,46.71
9193.T,"Tokyo Kisen Co.,Ltd.",Warehousing and Harbor Transportation Service,0.31,0.319,75.99
9365.T,TRADIA CORPORATION,Warehousing and Harbor Transportation Service,0.37,-0.027,43.09
9351.T,"TOYO WHARF & WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,0.42,-0.03,53.63
9361.T,"FUSHIKI KAIRIKU UNSO CO.,LTD.",Warehousing and Harbor Transportation Service,0.42,0.159,47.96
9311.T,ASAGAMI CORPORATION,Warehousing and Harbor Transportation Service,0.47,0.183,47.87
9313.T,Maruhachi Warehouse Company Limited,Warehousing and Harbor Transportation Service,0.47,-0.023,62.66
9366.T,SANRITSU CORPORATION,Warehousing and Harbor Transportation Service,0.47,0.154,47.34
9306.T,"Toyo Logistics Co.,Ltd.",Warehousing and Harbor Transportation Service,0.51,0.159,54.84
9353.T,"SAKURAJIMA FUTO KAISHA,LTD.",Warehousing and Harbor Transportation Service,0.53,0.148,62.81
9312.T,"THE KEIHIN CO.,LTD.",Warehousing and Harbor Transportation Service,0.54,0.226,59.2
9380.T,"Azuma Shipping Co.,Ltd.",Warehousing and Harbor Transportation Service,0.61,0.119,42.41
9324.T,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service,0.62,0.15,44.58
9319.T,"Chuo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.66,0.131,77.71
9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,0.69,0.302,55.13
9322.T,"KAWANISHI WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,0.78,0.219,55.52
9368.T,"KIMURA UNITY CO.,LTD.",Warehousing and Harbor Transportation Service,0.79,0.399,60.74
9307.T,"Sugimura Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.84,0.416,75.05
9362.T,"HYOKI KAIUN KAISHA,LTD.",Warehousing and Harbor Transportation Service,0.9,0.06,38.67
9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.92,0.124,59.98
9895.T,CONSEC CORPORATION,Wholesale Trade,0.28,0.325,66.27
8144.T,"Denkyo Group Holdings Co.,Ltd.",Wholesale Trade,0.3,0.481,73.93
5283.T,"TAKAMISAWA CO.,LTD.",Wholesale Trade,0.31,0.347,35.6
7425.T,"HATSUHO SHOUJI CO.,LTD.",Wholesale Trade,0.31,0.552,45.12
7531.T,SEIWA CHUO HOLDINGS CORPORATION,Wholesale Trade,0.31,0.472,44.06
8025.T,"TSUKAMOTO CORPORATION CO.,LTD.",Wholesale Trade,0.31,-0.222,48.63
8077.T,TORQ Inc.,Wholesale Trade,0.32,0.315,41.98
8123.T,"T.KAWABE & CO.,LTD.",Wholesale Trade,0.33,0.334,57.12
7414.T,"ONOKEN CO.,LTD.",Wholesale Trade,0.35,0.325,47.85
7422.T,"TOHO LAMAC CO.,LTD.",Wholesale Trade,0.36,0.657,67.44
7426.T,Yamadai Corporation,Wholesale Trade,0.36,0.518,41.37
8835.T,TAIHEIYO KOUHATSU INCORPORATED,Wholesale Trade,0.36,0.037,32.8
7464.T,"SAFTEC CO.,LTD.",Wholesale Trade,0.37,0.624,58.16
7538.T,"DAISUI CO.,LTD.",Wholesale Trade,0.37,0.724,46.12
8089.T,Nice Corporation,Wholesale Trade,0.37,0.544,32.87
8030.T,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,0.38,0.254,42.85
7442.T,"NAKAYAMAFUKU CO.,LTD.",Wholesale Trade,0.39,0.535,68.31
8138.T,SANKYO KASEI CORPORATION,Wholesale Trade,0.39,0.516,53.85
9885.T,"CHARLE CO.,LTD.",Wholesale Trade,0.39,0.632,87.51
7444.T,"Harima-Kyowa Co.,LTD.",Wholesale Trade,0.4,0.366,68.26
